Distance_km,Avg_Speed_kmph,Number_of_Signals,Traffic_Level,Weather,Road_Type,Vehicle_Type,Day_of_Week,Time_of_Day,Travel_Time_Minutes
10.33,33.8,5,High,Clear,Highway,Car,Monday,Evening,28.4
12.44,70.3,5,Low,Clear,Highway,Bike,Friday,Morning,9.4
8.94,36.3,8,Medium,Clear,City Road,Car,Monday,Night,20.6
13.3,50.5,8,Low,Clear,Rural Road,Car,Saturday,Morning,20.3
7.79,22.4,8,Medium,Foggy,City Road,Truck,Wednesday,Afternoon,37.9
12.92,14.3,8,Medium,Rainy,City Road,Bus,Wednesday,Evening,69.0
3.95,38.4,7,Medium,Clear,City Road,Car,Monday,Afternoon,13.1
5.0,38.4,4,Medium,Clear,Rural Road,Car,Tuesday,Morning,13.1
6.8,28.7,7,Low,Clear,City Road,Bike,Monday,Evening,14.9
5.61,34.3,8,Medium,Clear,City Road,Car,Saturday,Afternoon,18.4
5.88,22.6,8,Medium,Foggy,City Road,Bike,Thursday,Night,25.8
15.11,65.1,6,Medium,Rainy,Highway,Bike,Saturday,Night,21.6
9.81,78.0,6,Low,Clear,Highway,Car,Thursday,Afternoon,15.6
8.94,15.4,7,Medium,Rainy,City Road,Car,Sunday,Evening,44.2
13.36,44.0,10,Medium,Clear,Rural Road,Car,Saturday,Morning,25.5
13.93,34.4,11,Low,Rainy,City Road,Truck,Tuesday,Night,34.1
8.37,24.6,10,Low,Clear,City Road,Car,Monday,Morning,22.3
19.98,58.9,8,Medium,Rainy,Highway,Bike,Sunday,Night,29.4
10.13,66.6,2,Medium,Clear,Highway,Car,Tuesday,Night,14.6
15.9,18.2,10,Low,Stormy,City Road,Bike,Saturday,Afternoon,65.9
7.78,44.4,3,High,Clear,Highway,Car,Friday,Night,22.1
13.08,31.5,12,Medium,Clear,City Road,Car,Friday,Evening,36.5
16.72,42.6,5,High,Clear,Highway,Bike,Tuesday,Evening,30.9
15.68,66.0,5,Medium,Clear,Highway,Bike,Wednesday,Afternoon,18.1
14.9,27.3,7,Medium,Clear,Rural Road,Car,Thursday,Morning,39.6
7.57,18.3,9,Medium,Rainy,City Road,Car,Monday,Evening,36.4
5.47,38.5,4,High,Rainy,Highway,Truck,Wednesday,Morning,25.9
5.1,68.2,1,Medium,Clear,Highway,Car,Thursday,Afternoon,5.6
8.7,12.5,7,Medium,Rainy,City Road,Car,Tuesday,Morning,48.3
8.35,16.9,10,Medium,Rainy,City Road,Car,Wednesday,Morning,42.8
14.06,34.6,9,Medium,Clear,Rural Road,Car,Sunday,Morning,33.0
11.48,22.1,10,Low,Clear,City Road,Bike,Wednesday,Morning,33.3
5.19,63.5,1,Medium,Clear,Highway,Bike,Sunday,Night,6.2
18.33,23.3,12,Medium,Clear,City Road,Bike,Sunday,Night,53.2
12.68,23.4,7,High,Rainy,Rural Road,Bike,Friday,Night,47.2
7.28,14.7,8,Medium,Foggy,City Road,Car,Tuesday,Morning,43.3
8.0,44.3,7,Medium,Rainy,Rural Road,Bus,Tuesday,Night,25.5
23.03,38.8,10,High,Clear,Highway,Car,Sunday,Evening,50.0
5.61,25.1,8,Medium,Rainy,City Road,Car,Monday,Night,25.7
23.69,68.9,6,Low,Rainy,Highway,Bike,Thursday,Night,22.3
9.67,94.6,3,Low,Clear,Highway,Car,Friday,Afternoon,8.0
10.04,26.9,9,Low,Foggy,City Road,Car,Saturday,Evening,29.1
13.41,40.5,10,Low,Clear,City Road,Car,Sunday,Evening,23.7
4.36,74.0,3,Medium,Clear,Highway,Bike,Tuesday,Afternoon,3.0
12.66,56.9,6,High,Clear,Highway,Car,Thursday,Afternoon,26.0
16.54,20.0,9,Medium,Clear,City Road,Bike,Friday,Morning,55.5
8.57,32.0,6,Low,Foggy,Rural Road,Bus,Sunday,Morning,28.7
10.97,26.0,10,Medium,Clear,City Road,Bike,Thursday,Night,27.6
31.23,35.1,17,Low,Clear,City Road,Car,Monday,Evening,68.3
17.52,54.8,8,High,Clear,Highway,Bus,Sunday,Evening,39.2
6.5,30.2,7,Low,Clear,City Road,Car,Thursday,Evening,15.2
8.28,26.4,11,Medium,Clear,City Road,Truck,Tuesday,Afternoon,28.9
9.5,64.6,4,Low,Clear,Highway,Bike,Tuesday,Morning,3.8
18.13,23.2,15,Medium,Rainy,City Road,Car,Tuesday,Night,62.2
6.49,36.1,7,Medium,Clear,City Road,Bus,Saturday,Night,19.4
15.7,45.4,9,High,Rainy,Highway,Bike,Sunday,Morning,38.0
15.76,86.9,5,Low,Clear,Highway,Car,Thursday,Night,15.1
11.35,24.1,10,High,Rainy,Rural Road,Car,Monday,Afternoon,45.3
18.46,50.5,6,Medium,Foggy,Highway,Bike,Sunday,Evening,28.1
6.86,13.4,10,High,Clear,City Road,Bike,Friday,Morning,44.6
20.49,9.4,13,High,Clear,City Road,Bus,Thursday,Afternoon,152.5
3.84,26.8,3,High,Stormy,Highway,Car,Monday,Morning,29.1
6.47,48.6,8,Low,Clear,City Road,Bike,Sunday,Night,8.1
3.89,26.6,6,Low,Rainy,City Road,Bike,Monday,Afternoon,13.1
7.09,54.8,0,Low,Clear,Rural Road,Bike,Friday,Afternoon,5.3
15.91,75.2,10,Low,Clear,Highway,Car,Friday,Evening,15.0
13.72,70.4,6,Medium,Clear,Highway,Car,Thursday,Night,21.0
12.59,8.7,6,High,Foggy,City Road,Bus,Thursday,Afternoon,113.2
7.03,14.6,9,High,Clear,City Road,Car,Wednesday,Evening,45.5
10.86,16.4,11,Medium,Rainy,City Road,Car,Friday,Evening,55.2
20.6,69.0,7,Medium,Rainy,Highway,Bike,Wednesday,Afternoon,29.8
7.2,10.4,7,High,Clear,City Road,Car,Thursday,Night,52.0
7.39,8.0,9,High,Clear,City Road,Car,Friday,Morning,66.9
7.57,52.0,10,Low,Clear,City Road,Car,Saturday,Night,11.3
12.23,79.7,5,Medium,Clear,Highway,Bike,Tuesday,Afternoon,13.0
15.14,32.6,8,High,Rainy,Highway,Truck,Sunday,Morning,47.3
17.05,39.9,14,Low,Clear,City Road,Car,Monday,Night,29.4
9.49,30.7,9,Medium,Clear,City Road,Car,Tuesday,Night,26.7
8.99,9.1,7,High,Rainy,City Road,Bus,Wednesday,Night,81.0
8.07,8.0,8,High,Rainy,City Road,Car,Wednesday,Morning,78.4
14.63,64.2,7,High,Clear,Highway,Truck,Wednesday,Night,30.0
4.46,8.0,8,High,Rainy,City Road,Bike,Wednesday,Evening,43.4
10.21,85.6,6,Low,Clear,Highway,Car,Thursday,Night,10.7
10.25,75.2,6,Low,Rainy,Highway,Car,Saturday,Afternoon,19.2
15.88,44.9,8,Medium,Clear,Rural Road,Car,Saturday,Night,28.2
5.22,28.5,3,Medium,Clear,Rural Road,Bus,Wednesday,Evening,22.6
16.55,35.1,13,Medium,Clear,City Road,Car,Tuesday,Afternoon,35.3
14.14,17.0,14,Medium,Rainy,City Road,Bus,Friday,Morning,71.3
27.42,23.9,13,Medium,Rainy,City Road,Bus,Monday,Night,84.1
24.62,57.1,10,Medium,Clear,Highway,Bus,Thursday,Evening,37.6
19.81,29.8,16,Low,Foggy,City Road,Bus,Tuesday,Morning,59.8
3.26,20.8,5,Low,Foggy,City Road,Car,Friday,Morning,19.4
5.51,34.3,9,Low,Clear,City Road,Bike,Monday,Night,10.2
18.5,17.5,14,Low,Rainy,City Road,Bus,Saturday,Morning,74.2
10.07,50.4,2,High,Clear,Highway,Car,Tuesday,Morning,23.1
24.6,47.5,11,Medium,Stormy,Highway,Car,Thursday,Evening,50.6
11.5,77.7,5,Low,Clear,Highway,Car,Friday,Night,11.3
15.58,32.3,7,High,Clear,Rural Road,Car,Thursday,Afternoon,42.4
14.98,25.3,11,Medium,Clear,City Road,Bus,Thursday,Evening,47.5
11.34,32.7,12,Low,Clear,City Road,Car,Tuesday,Evening,26.9
18.67,20.5,12,Low,Rainy,City Road,Bike,Saturday,Evening,62.8
16.25,76.8,6,Low,Clear,Highway,Truck,Thursday,Evening,19.2
5.82,66.2,2,Medium,Clear,Highway,Car,Tuesday,Morning,9.8
32.39,34.8,17,Low,Clear,City Road,Bus,Tuesday,Evening,73.1
5.52,30.8,2,Low,Foggy,Rural Road,Car,Thursday,Morning,19.5
7.37,17.3,8,Low,Rainy,City Road,Car,Saturday,Evening,34.4
15.43,30.4,12,Medium,Clear,City Road,Car,Sunday,Night,39.0
13.91,84.6,6,Low,Clear,Highway,Car,Wednesday,Night,7.5
16.99,27.2,10,High,Clear,Rural Road,Car,Wednesday,Morning,53.0
9.88,70.9,5,Low,Foggy,Highway,Car,Monday,Night,19.5
14.46,34.7,6,Medium,Rainy,Rural Road,Car,Thursday,Afternoon,34.8
7.67,10.0,7,Medium,Rainy,City Road,Car,Tuesday,Morning,56.8
11.5,49.9,5,Medium,Foggy,Highway,Bike,Saturday,Evening,21.0
23.01,47.0,10,Low,Clear,Rural Road,Car,Thursday,Evening,32.8
5.5,52.5,3,High,Rainy,Highway,Bus,Tuesday,Afternoon,23.2
19.29,8.0,13,High,Clear,City Road,Truck,Sunday,Evening,164.7
10.29,45.0,6,Low,Clear,Rural Road,Bike,Saturday,Evening,17.7
6.74,42.3,9,Low,Clear,City Road,Bike,Wednesday,Morning,17.5
7.01,14.8,8,High,Clear,City Road,Bike,Monday,Evening,37.3
10.12,22.6,4,Medium,Stormy,Rural Road,Bike,Tuesday,Afternoon,38.6
19.78,54.3,8,Low,Clear,Rural Road,Truck,Wednesday,Morning,27.7
14.41,37.4,8,Low,Foggy,Rural Road,Truck,Wednesday,Afternoon,33.2
5.23,34.8,3,Medium,Rainy,Rural Road,Car,Saturday,Night,14.8
18.76,12.4,11,Medium,Rainy,City Road,Bike,Sunday,Evening,98.2
17.11,32.6,10,Medium,Foggy,Rural Road,Bus,Saturday,Afternoon,53.4
3.87,18.1,6,High,Clear,City Road,Car,Saturday,Afternoon,22.3
6.56,70.5,3,Medium,Clear,Highway,Bike,Monday,Night,10.3
20.88,35.1,14,Low,Clear,City Road,Bike,Tuesday,Evening,43.5
11.37,43.0,6,Medium,Clear,Rural Road,Bike,Sunday,Night,20.8
18.7,51.9,4,Medium,Foggy,Highway,Car,Friday,Evening,35.5
2.76,55.4,4,Low,Clear,Rural Road,Car,Tuesday,Night,3.0
2.2,25.1,9,Low,Clear,City Road,Car,Saturday,Evening,8.6
16.02,32.4,13,Medium,Clear,City Road,Bike,Tuesday,Afternoon,35.2
8.09,30.5,6,Medium,Clear,City Road,Truck,Saturday,Afternoon,26.4
16.51,20.4,15,Low,Rainy,City Road,Bus,Sunday,Morning,68.4
18.83,67.9,6,Medium,Clear,Highway,Car,Thursday,Night,19.3
8.18,20.0,7,Medium,Rainy,City Road,Car,Friday,Night,33.2
10.78,52.8,6,Medium,Rainy,Highway,Bus,Saturday,Evening,25.8
9.48,15.8,10,High,Rainy,City Road,Bike,Sunday,Afternoon,49.6
8.1,17.5,9,High,Clear,City Road,Bike,Friday,Morning,36.5
12.83,40.4,5,Medium,Rainy,Highway,Car,Wednesday,Evening,26.8
17.8,34.4,14,Low,Clear,City Road,Car,Tuesday,Morning,34.8
7.41,26.8,9,Medium,Clear,City Road,Bus,Wednesday,Evening,32.7
7.39,20.9,6,Medium,Rainy,City Road,Bike,Monday,Afternoon,26.8
8.22,36.6,11,Low,Rainy,City Road,Car,Friday,Night,25.7
15.45,88.3,7,Low,Clear,Highway,Truck,Wednesday,Night,21.6
18.76,13.1,14,Low,Foggy,City Road,Bike,Friday,Morning,94.9
9.39,30.7,10,Medium,Clear,City Road,Truck,Monday,Afternoon,30.2
3.37,71.8,6,Medium,Rainy,Highway,Car,Wednesday,Night,14.1
6.09,47.8,3,Low,Stormy,Highway,Car,Wednesday,Morning,20.3
9.07,46.4,4,High,Clear,Highway,Truck,Monday,Evening,26.7
6.86,8.0,9,High,Foggy,City Road,Truck,Saturday,Morning,74.1
5.21,52.3,3,Low,Rainy,Rural Road,Truck,Friday,Afternoon,17.1
11.67,8.0,11,High,Rainy,City Road,Bus,Saturday,Morning,108.9
36.76,24.8,14,Low,Rainy,City Road,Car,Saturday,Morning,100.5
6.33,22.2,4,High,Rainy,Rural Road,Car,Monday,Afternoon,31.9
12.89,38.4,5,High,Clear,Highway,Car,Sunday,Morning,34.2
15.04,79.1,6,Low,Rainy,Highway,Truck,Monday,Night,26.6
15.7,20.2,6,High,Clear,Rural Road,Car,Sunday,Evening,56.8
10.97,8.0,11,High,Stormy,City Road,Bus,Friday,Afternoon,111.8
5.37,34.9,3,High,Clear,Rural Road,Truck,Saturday,Afternoon,19.5
17.74,56.0,8,High,Clear,Highway,Truck,Thursday,Night,39.8
4.22,23.0,7,Medium,Foggy,City Road,Truck,Tuesday,Night,26.9
10.34,35.0,10,Low,Clear,City Road,Bike,Tuesday,Morning,19.1
9.76,8.0,12,High,Clear,City Road,Car,Monday,Evening,86.3
5.63,38.6,4,Medium,Rainy,Rural Road,Truck,Saturday,Afternoon,22.2
8.22,24.4,10,Medium,Clear,City Road,Car,Thursday,Night,27.0
15.42,29.3,12,Medium,Clear,City Road,Car,Tuesday,Night,41.6
10.34,67.4,4,Medium,Clear,Highway,Truck,Monday,Evening,20.0
4.66,67.5,2,Low,Clear,Highway,Bike,Monday,Evening,5.2
16.6,18.4,11,Medium,Clear,City Road,Bike,Tuesday,Morning,57.1
26.99,50.6,12,Low,Clear,Rural Road,Car,Saturday,Night,37.4
5.05,62.8,3,Medium,Clear,Highway,Bike,Sunday,Evening,6.4
10.83,37.0,5,High,Clear,Rural Road,Truck,Friday,Afternoon,35.3
11.05,24.7,10,Medium,Clear,City Road,Bike,Sunday,Morning,33.8
4.98,8.0,5,Medium,Rainy,City Road,Car,Wednesday,Evening,45.3
21.26,75.2,8,Low,Rainy,Highway,Bike,Wednesday,Afternoon,23.8
11.18,8.0,10,High,Clear,City Road,Bus,Friday,Evening,99.5
18.07,72.5,10,Medium,Clear,Highway,Truck,Monday,Afternoon,25.8
13.33,9.3,13,Medium,Foggy,City Road,Car,Sunday,Morning,102.1
20.84,67.7,7,Low,Rainy,Highway,Bike,Saturday,Afternoon,20.9
13.23,54.6,7,Low,Clear,Rural Road,Car,Monday,Night,15.6
8.73,42.8,5,Medium,Clear,Rural Road,Car,Tuesday,Night,21.6
14.79,31.5,7,High,Clear,Rural Road,Car,Friday,Afternoon,42.8
6.97,28.6,4,Medium,Foggy,Rural Road,Bike,Saturday,Night,28.7
15.57,14.4,11,Low,Foggy,City Road,Bike,Tuesday,Morning,73.9
6.32,8.0,11,High,Foggy,City Road,Car,Saturday,Night,67.9
10.62,50.5,5,Medium,Clear,Rural Road,Car,Thursday,Night,18.0
9.49,24.9,6,High,Clear,Rural Road,Car,Friday,Morning,33.5
12.72,43.8,3,Low,Clear,Rural Road,Car,Wednesday,Evening,20.9
22.67,66.3,10,Medium,Clear,Highway,Bike,Thursday,Afternoon,28.2
8.06,11.6,11,High,Clear,City Road,Car,Wednesday,Night,58.8
17.45,43.5,7,Low,Rainy,Rural Road,Car,Tuesday,Morning,28.1
21.21,40.9,9,Medium,Clear,Rural Road,Truck,Tuesday,Night,42.0
17.16,47.4,8,High,Foggy,Highway,Car,Tuesday,Night,39.1
12.67,58.2,6,Low,Clear,Rural Road,Bus,Saturday,Afternoon,19.3
12.32,86.2,6,Low,Clear,Highway,Bike,Wednesday,Afternoon,13.9
7.78,30.3,4,Medium,Foggy,Rural Road,Bike,Wednesday,Evening,21.0
4.26,26.7,10,Low,Rainy,City Road,Bike,Saturday,Morning,22.3
11.4,47.7,5,Low,Clear,Rural Road,Car,Sunday,Night,17.3
22.2,17.1,18,Medium,Rainy,City Road,Bus,Tuesday,Morning,96.0
23.87,8.0,16,High,Clear,City Road,Bus,Wednesday,Morning,200.3
4.78,30.1,9,Low,Clear,City Road,Car,Wednesday,Evening,12.2
23.48,46.8,13,Low,Clear,City Road,Bus,Saturday,Afternoon,40.9
15.16,8.0,13,High,Clear,City Road,Bike,Friday,Morning,125.7
14.24,34.4,8,Medium,Rainy,Rural Road,Truck,Thursday,Night,39.0
22.11,52.6,6,High,Clear,Highway,Bus,Tuesday,Morning,39.0
18.78,27.0,6,Medium,Rainy,Rural Road,Car,Wednesday,Morning,51.4
6.26,8.0,9,High,Rainy,City Road,Bus,Monday,Evening,66.9
7.28,24.4,8,Medium,Clear,City Road,Truck,Friday,Night,24.2
3.96,67.9,2,Low,Clear,Highway,Bike,Sunday,Morning,3.0
13.89,51.3,7,High,Clear,Highway,Car,Saturday,Afternoon,33.2
6.69,65.1,2,Medium,Rainy,Highway,Bus,Wednesday,Night,20.3
8.56,41.9,4,Low,Rainy,Rural Road,Bike,Thursday,Night,17.7
20.7,29.7,8,Low,Rainy,Rural Road,Car,Sunday,Morning,49.4
14.91,63.5,7,Medium,Clear,Highway,Bus,Wednesday,Evening,27.1
15.12,51.8,5,Low,Clear,Rural Road,Bike,Saturday,Night,20.4
32.04,71.9,11,Low,Clear,Highway,Bus,Friday,Evening,39.3
1.85,78.4,0,Low,Clear,Highway,Bike,Thursday,Evening,3.5
6.91,22.4,8,Medium,Rainy,City Road,Car,Friday,Night,29.9
9.46,37.5,10,Medium,Clear,City Road,Truck,Tuesday,Afternoon,29.2
7.17,21.7,10,Medium,Clear,City Road,Bike,Wednesday,Morning,28.4
17.99,77.0,6,Low,Clear,Highway,Bike,Wednesday,Evening,11.6
10.09,69.3,5,Low,Clear,Highway,Car,Saturday,Evening,11.7
5.87,22.5,8,Medium,Rainy,City Road,Car,Friday,Night,21.0
13.24,65.3,8,Medium,Clear,Highway,Bike,Wednesday,Night,16.1
14.47,13.9,11,Medium,Foggy,City Road,Car,Saturday,Afternoon,75.3
6.16,26.9,4,Low,Foggy,City Road,Truck,Thursday,Night,24.4
10.37,28.4,7,Low,Foggy,Rural Road,Truck,Sunday,Morning,33.9
14.66,32.8,10,Low,Rainy,City Road,Bus,Friday,Night,41.6
21.33,12.5,13,Medium,Rainy,City Road,Car,Sunday,Morning,111.6
7.61,15.2,9,Medium,Rainy,City Road,Bike,Sunday,Evening,43.4
15.54,8.0,9,High,Clear,City Road,Car,Wednesday,Evening,130.6
8.26,65.5,4,Medium,Clear,Highway,Bus,Tuesday,Evening,15.6
11.92,45.5,7,Medium,Rainy,Rural Road,Car,Saturday,Night,27.7
6.48,69.4,4,Medium,Clear,Highway,Truck,Tuesday,Evening,17.1
15.29,81.5,5,Low,Clear,Highway,Car,Saturday,Morning,14.9
19.41,10.2,14,Medium,Foggy,City Road,Car,Tuesday,Evening,127.7
10.62,78.2,3,Low,Clear,Highway,Truck,Sunday,Afternoon,18.9
9.88,24.4,9,Medium,Clear,City Road,Bike,Friday,Evening,30.9
9.36,30.8,9,Low,Rainy,City Road,Bus,Thursday,Afternoon,28.1
5.49,13.3,4,High,Clear,Rural Road,Truck,Thursday,Morning,39.6
16.93,8.0,11,High,Foggy,City Road,Bike,Friday,Evening,145.7
21.04,30.8,15,Low,Clear,City Road,Car,Wednesday,Morning,45.9
7.36,10.7,9,Medium,Foggy,City Road,Bike,Wednesday,Afternoon,50.6
12.81,11.5,7,High,Rainy,Rural Road,Bus,Tuesday,Evening,87.1
15.06,38.9,12,Low,Clear,City Road,Truck,Tuesday,Night,31.4
8.18,15.1,10,High,Clear,City Road,Car,Sunday,Afternoon,44.5
23.82,45.1,11,Medium,Clear,Rural Road,Bike,Saturday,Afternoon,39.9
12.94,21.8,8,High,Clear,City Road,Car,Thursday,Afternoon,47.8
4.78,15.6,5,High,Clear,Rural Road,Bike,Saturday,Evening,26.2
19.97,13.2,13,Low,Stormy,City Road,Bus,Friday,Morning,111.8
10.86,57.6,6,Medium,Clear,Highway,Bus,Friday,Evening,20.0
8.98,39.3,5,Medium,Foggy,Rural Road,Car,Monday,Night,22.8
16.25,69.2,4,Low,Clear,Highway,Car,Thursday,Morning,12.2
8.34,60.3,1,Low,Stormy,Highway,Car,Monday,Night,16.8
23.02,12.2,13,High,Clear,City Road,Car,Friday,Evening,128.9
20.35,78.6,9,Low,Clear,Highway,Car,Monday,Evening,19.9
24.72,36.4,13,Medium,Rainy,Rural Road,Bus,Thursday,Evening,56.5
31.08,46.8,12,High,Clear,Highway,Car,Wednesday,Night,54.5
14.94,37.4,6,Low,Foggy,Rural Road,Car,Monday,Evening,33.5
11.42,71.4,4,Medium,Clear,Highway,Bike,Thursday,Night,8.4
8.15,54.7,6,High,Clear,Highway,Car,Tuesday,Afternoon,20.8
15.73,22.3,10,Medium,Clear,City Road,Car,Tuesday,Morning,52.0
30.62,70.4,15,Low,Rainy,Highway,Truck,Sunday,Evening,38.3
5.51,52.2,7,Low,Clear,Rural Road,Car,Wednesday,Morning,13.6
13.54,51.5,9,High,Clear,Highway,Car,Wednesday,Morning,27.9
4.74,33.0,8,Low,Clear,City Road,Bike,Monday,Morning,6.0
4.62,81.4,2,Medium,Clear,Highway,Car,Wednesday,Afternoon,7.8
21.41,70.0,9,Low,Clear,Highway,Car,Wednesday,Morning,23.7
19.58,16.9,10,Medium,Foggy,Rural Road,Car,Saturday,Evening,83.4
7.91,8.0,8,High,Clear,City Road,Car,Monday,Evening,73.8
6.09,14.3,6,Medium,Rainy,City Road,Bus,Sunday,Morning,45.0
25.24,21.5,14,High,Clear,City Road,Car,Monday,Afternoon,85.2
6.35,37.4,7,Low,Clear,City Road,Car,Friday,Night,21.8
5.25,47.5,6,Medium,Clear,Rural Road,Car,Monday,Night,15.4
6.47,8.0,7,High,Clear,City Road,Truck,Saturday,Morning,65.5
14.31,67.4,6,Medium,Clear,Highway,Car,Friday,Evening,19.8
33.43,40.3,19,Low,Clear,City Road,Bus,Saturday,Afternoon,61.4
8.22,13.6,11,High,Clear,City Road,Car,Sunday,Afternoon,49.8
21.27,29.7,10,Medium,Stormy,Rural Road,Truck,Saturday,Evening,65.5
12.25,35.3,11,Medium,Clear,City Road,Car,Friday,Night,28.1
3.39,8.0,6,High,Clear,City Road,Car,Saturday,Evening,33.7
8.37,39.5,10,Low,Clear,City Road,Bike,Monday,Night,19.2
19.7,68.7,11,Low,Clear,Rural Road,Car,Friday,Night,24.8
19.13,56.9,6,Low,Rainy,Rural Road,Bus,Sunday,Night,28.9
7.69,34.6,11,Medium,Clear,City Road,Bike,Wednesday,Night,18.4
16.89,62.8,6,Low,Rainy,Highway,Bike,Sunday,Night,23.3
10.73,36.7,11,Medium,Clear,City Road,Car,Thursday,Afternoon,26.2
14.01,76.8,6,Low,Clear,Highway,Bike,Thursday,Night,9.2
21.91,18.6,14,Medium,Stormy,City Road,Car,Wednesday,Night,91.7
7.87,43.4,4,Low,Clear,Rural Road,Truck,Monday,Evening,17.2
9.22,31.4,4,Medium,Rainy,Rural Road,Bike,Sunday,Evening,25.2
22.13,36.8,15,Low,Clear,City Road,Bike,Saturday,Night,37.5
31.52,8.0,17,Medium,Stormy,City Road,Bus,Wednesday,Morning,252.3
18.39,25.1,10,Medium,Clear,City Road,Bike,Sunday,Morning,48.1
13.54,23.4,9,Medium,Clear,City Road,Bike,Tuesday,Night,41.1
18.3,10.9,10,High,Rainy,City Road,Car,Saturday,Evening,117.1
8.34,16.9,8,Medium,Clear,City Road,Bike,Thursday,Evening,35.4
11.86,41.6,7,Low,Clear,Rural Road,Car,Friday,Evening,22.4
4.59,8.0,7,High,Stormy,City Road,Car,Monday,Evening,55.5
8.45,45.5,6,Low,Rainy,Rural Road,Bus,Friday,Morning,21.2
14.49,30.4,11,Low,Rainy,City Road,Car,Friday,Afternoon,32.6
12.81,48.6,5,Medium,Rainy,Highway,Bike,Sunday,Morning,19.8
2.8,23.4,7,Low,Foggy,City Road,Car,Wednesday,Afternoon,12.5
10.03,29.8,8,Low,Foggy,Rural Road,Car,Monday,Morning,30.6
12.67,23.5,8,Medium,Rainy,City Road,Bus,Monday,Night,48.1
12.94,39.7,13,Low,Clear,City Road,Car,Tuesday,Afternoon,24.3
5.18,49.1,4,High,Clear,Highway,Bike,Wednesday,Evening,13.8
17.06,40.8,7,High,Rainy,Highway,Bike,Saturday,Morning,38.1
29.11,54.1,13,Medium,Foggy,Highway,Bus,Tuesday,Morning,55.1
18.18,28.0,12,Medium,Clear,City Road,Car,Tuesday,Afternoon,48.5
11.86,26.3,11,Medium,Clear,City Road,Bus,Monday,Night,42.1
25.57,30.8,10,High,Clear,Rural Road,Car,Wednesday,Night,59.1
8.36,71.7,5,Low,Clear,Highway,Car,Friday,Evening,10.9
15.87,61.3,5,Low,Foggy,Highway,Car,Tuesday,Evening,21.9
11.17,18.4,10,Medium,Clear,City Road,Car,Thursday,Evening,43.5
25.72,17.2,16,Medium,Rainy,City Road,Bike,Tuesday,Evening,103.4
6.62,33.1,6,Low,Rainy,Rural Road,Car,Saturday,Evening,17.8
6.61,41.8,2,Medium,Stormy,Highway,Car,Monday,Morning,24.4
22.41,45.6,15,Low,Clear,City Road,Bike,Tuesday,Afternoon,32.3
15.25,12.3,6,High,Foggy,Rural Road,Car,Thursday,Night,92.1
23.4,77.3,6,Low,Rainy,Highway,Car,Saturday,Afternoon,21.0
7.0,17.0,7,Low,Rainy,City Road,Car,Wednesday,Morning,32.0
7.75,24.1,10,Low,Clear,City Road,Car,Monday,Evening,24.0
13.82,72.5,6,Low,Clear,Highway,Bike,Thursday,Afternoon,14.6
4.71,24.6,7,Low,Rainy,City Road,Truck,Tuesday,Evening,20.6
13.29,75.6,6,Low,Clear,Highway,Bike,Wednesday,Evening,10.0
9.14,78.5,4,Low,Clear,Highway,Bike,Sunday,Evening,5.7
11.13,38.1,11,Low,Rainy,City Road,Car,Sunday,Night,25.4
17.0,33.3,6,Medium,Rainy,Rural Road,Truck,Tuesday,Evening,42.1
17.48,25.8,12,Medium,Clear,City Road,Car,Friday,Night,45.2
28.32,27.8,16,Low,Clear,City Road,Car,Thursday,Morning,66.8
20.58,83.9,6,Low,Clear,Highway,Car,Sunday,Night,17.0
3.45,75.1,0,Low,Foggy,Highway,Car,Sunday,Afternoon,8.4
6.94,8.8,8,Low,Stormy,City Road,Bus,Wednesday,Evening,68.2
7.29,78.5,4,Low,Clear,Highway,Car,Monday,Morning,9.4
19.44,12.4,9,High,Clear,Rural Road,Car,Monday,Evening,105.3
26.12,23.9,10,High,Clear,Rural Road,Car,Monday,Morning,75.2
5.6,21.5,3,High,Clear,Rural Road,Truck,Saturday,Evening,30.7
19.71,9.0,12,Medium,Foggy,City Road,Bus,Saturday,Morning,151.1
11.88,22.2,11,Medium,Clear,City Road,Truck,Saturday,Morning,45.0
10.95,67.7,7,Low,Clear,Highway,Bus,Monday,Morning,21.9
8.28,17.2,6,High,Clear,City Road,Truck,Monday,Afternoon,45.9
10.11,55.3,5,High,Clear,Highway,Car,Tuesday,Night,23.1
13.33,8.0,10,High,Foggy,City Road,Car,Friday,Night,120.8
8.84,8.0,10,High,Rainy,City Road,Car,Monday,Morning,87.3
14.83,22.6,13,Medium,Rainy,City Road,Car,Friday,Night,52.0
10.98,8.0,9,High,Clear,City Road,Bike,Sunday,Evening,92.3
10.3,8.0,11,High,Foggy,City Road,Car,Tuesday,Afternoon,95.7
16.37,88.5,5,Low,Clear,Highway,Car,Saturday,Night,9.9
14.04,42.9,6,High,Foggy,Highway,Bike,Thursday,Morning,34.4
2.88,24.4,7,Low,Foggy,City Road,Car,Sunday,Morning,16.8
15.19,8.0,11,High,Clear,City Road,Car,Tuesday,Morning,129.1
13.61,14.1,5,High,Foggy,Rural Road,Car,Tuesday,Morning,75.0
21.29,46.5,14,Low,Clear,City Road,Bike,Monday,Afternoon,37.4
13.91,50.9,8,Medium,Rainy,Highway,Car,Friday,Morning,30.1
9.79,72.1,3,Low,Clear,Highway,Car,Sunday,Morning,9.3
8.1,49.5,4,High,Clear,Highway,Car,Monday,Afternoon,20.8
